timestamp,window_ts,window_time,trade_id,side,entry_price,entry_shares,entry_cost,edge_at_entry,prob_at_entry,btc_delta_at_entry,seconds_remaining_at_entry,entry_delta_pct,entry_seconds_remaining,entry_latency_ms,max_prob_during_hold,min_prob_during_hold,max_sell_price_seen,min_sell_price_seen,exit_type,exit_price,exit_shares_sold,exit_revenue,residual_shares,residual_value,exit_latency_ms,btc_final_price,btc_final_delta_pct,won_resolution,resolution_payout,resolution_method,claim_result,profit,return_pct,profit_if_held
1778245326.1660728,1778245200,09:00,21,UP,0.74,6.0,4.44,0.1964,0.9364,0.0697,173.8,0.0697,173.8,0.0,0.99,0.5421,0.99,0.54,resolution,0.0,0.0,0.0,6.0,0.0,0,80063.35,0.0469,True,6.0,binance_fallback,not_attempted,1.56,35.14,1.56
1778245560.4920819,1778245500,09:05,22,DOWN,0.73,6.0,4.38,0.1553,0.8853,-0.0645,239.6,-0.0645,239.6,0.0,0.8853,0.01,0.27,0.01,resolution,0.0,0.0,0.0,6.0,0.0,0,79907.65,-0.1945,True,6.0,binance_fallback,not_attempted,1.62,36.99,1.62
1778245956.3883104,1778245800,09:10,23,DOWN,0.67,7.0,4.69,0.2465,0.9165,-0.0602,143.7,-0.0602,143.7,0.0,0.9165,0.01,0.23,0.01,resolution,0.0,0.0,0.0,7.0,0.0,0,79692.86,-0.2688,True,7.0,binance_fallback,not_attempted,2.31,49.25,2.31
1778246160.1977139,1778246100,09:15,24,UP,0.85,5.0,4.25,0.0687,0.9187,0.1065,240.0,0.1065,240.0,0.0,0.99,0.7801,0.99,0.78,resolution,0.0,0.0,0.0,5.0,0.0,0,79760.93,0.0854,True,5.0,binance_fallback,not_attempted,0.75,17.65,0.75
1778246780.5198653,1778246700,09:25,25,DOWN,0.74,6.0,4.44,0.0879,0.8279,-0.066,219.6,-0.066,219.6,0.0,0.8279,0.01,0.23,0.01,resolution,0.0,0.0,0.0,6.0,0.0,0,79612.52,-0.157,True,6.0,binance_fallback,not_attempted,1.56,35.14,1.56
1778247076.1670837,1778247000,09:30,26,UP,0.68,7.0,4.76,0.1414,0.8214,0.0644,224.0,0.0644,224.0,0.0,0.99,0.7328,0.99,0.73,resolution,0.0,0.0,0.0,7.0,0.0,0,79787.67,0.22,True,7.0,binance_fallback,not_attempted,2.24,47.06,2.24
1778247481.9283047,1778247300,09:35,27,DOWN,0.58,8.0,4.64,0.3066,0.8866,-0.0661,118.2,-0.0661,118.2,0.0,0.8866,0.01,0.48,0.01,resolution,0.0,0.0,0.0,8.0,0.0,0,79706.73,-0.1014,True,8.0,binance_fallback,not_attempted,3.36,72.41,3.36
1778247669.2876341,1778247600,09:40,28,DOWN,0.63,7.0,4.41,0.1846,0.8146,-0.0661,230.9,-0.0661,230.9,0.0,0.8146,0.01,0.3,0.01,resolution,0.0,0.0,0.0,7.0,0.0,0,79595.75,-0.1392,True,7.0,binance_fallback,not_attempted,2.59,58.73,2.59
1778248099.2086666,1778247900,09:45,29,UP,0.71,7.0,4.97,0.2339,0.9439,0.0696,100.9,0.0696,100.9,0.0,0.99,0.6966,0.99,0.7,resolution,0.0,0.0,0.0,7.0,0.0,0,79623.14,0.0344,True,7.0,binance_fallback,not_attempted,2.03,40.85,2.03
1778248458.792486,1778248200,09:50,30,DOWN,0.83,6.0,4.98,0.1573,0.9873,-0.0655,41.2,-0.0655,41.2,0.0,0.9873,0.01,0.13,0.01,resolution,0.0,0.0,0.0,6.0,0.0,0,79583.49,-0.0498,True,6.0,binance_fallback,not_attempted,1.02,20.48,1.02
1778248863.9584413,1778248800,10:00,31,UP,0.63,7.0,4.41,0.1887,0.8187,0.0636,236.2,0.0636,236.2,0.0,0.99,0.6529,0.99,0.65,resolution,0.0,0.0,0.0,7.0,0.0,0,79834.24,0.2341,True,7.0,binance_fallback,not_attempted,2.59,58.73,2.59
1778249160.3295887,1778249100,10:05,32,UP,0.88,5.0,4.4,0.1084,0.9884,0.1671,239.9,0.1671,239.9,0.0,0.99,0.5096,0.99,0.51,resolution,0.0,0.0,0.0,5.0,0.0,0,79859.51,0.0287,True,5.0,binance_fallback,not_attempted,0.6,13.64,0.6
1778249568.9726202,1778249400,10:10,33,UP,0.75,6.0,4.5,0.1423,0.8923,0.0696,131.2,0.0696,131.2,0.0,0.99,0.6018,0.99,0.6,resolution,0.0,0.0,0.0,6.0,0.0,0,79927.33,0.0849,True,6.0,binance_fallback,not_attempted,1.5,33.33,1.5
1778249771.9618125,1778249700,10:15,34,UP,0.73,6.0,4.38,0.1983,0.9283,0.0906,228.0,0.0906,228.0,0.0,0.99,0.8076,0.99,0.81,resolution,0.0,0.0,0.0,6.0,0.0,0,80368.15,0.5515,True,6.0,binance_fallback,not_attempted,1.62,36.99,1.62
1778250135.809057,1778250000,10:20,35,DOWN,0.64,7.0,4.48,0.1689,0.8089,-0.0951,164.4,-0.0951,164.4,0.0,0.8089,0.01,0.14,0.01,resolution,0.0,0.0,0.0,7.0,0.0,0,80254.49,-0.1414,True,7.0,binance_fallback,not_attempted,2.52,56.25,2.52
1778250573.0923827,1778250300,10:25,36,DOWN,0.53,9.0,4.77,0.465,0.99,-0.1398,27.4,-0.1398,27.4,0.0,0.99,0.01,0.01,0.01,resolution,0.0,0.0,0.0,9.0,0.0,0,80073.49,-0.2255,True,9.0,binance_fallback,not_attempted,4.23,88.68,4.23
1778250660.0437489,1778250600,10:30,37,DOWN,0.89,5.0,4.45,0.1,0.99,-0.3101,240.0,-0.3101,240.0,0.0,0.99,0.01,0.44,0.01,resolution,0.0,0.0,0.0,5.0,0.0,0,80131.16,0.072,False,0.0,binance_fallback,not_attempted,-4.45,-100.0,-4.45
1778250963.524962,1778250900,10:35,38,DOWN,0.74,6.0,4.44,0.061,0.801,-0.1085,236.5,-0.1085,236.5,0.0,0.801,0.01,0.47,0.01,resolution,0.0,0.0,0.0,6.0,0.0,0,80258.46,0.1589,False,0.0,binance_fallback,not_attempted,-4.44,-100.0,-4.44
1778252368.258855,1778252100,10:55,39,DOWN,0.52,9.0,4.68,0.3902,0.9052,-0.0644,32.3,-0.0644,32.3,0.0,0.9052,0.01,0.11,0.01,resolution,0.0,0.0,0.0,9.0,0.0,0,80150.97,-0.0436,True,9.0,binance_fallback,not_attempted,4.32,92.31,4.32
1778253133.2633324,1778253000,11:10,40,DOWN,0.68,7.0,4.76,0.1279,0.8079,-0.0977,166.7,-0.0977,166.7,0.0,0.8079,0.01,0.21,0.01,resolution,0.0,0.0,0.0,7.0,0.0,0,79897.49,-0.1009,True,7.0,binance_fallback,not_attempted,2.24,47.06,2.24
1778253518.159507,1778253300,11:15,41,DOWN,0.8,6.0,4.8,0.0673,0.8673,-0.0874,81.8,-0.0874,81.8,0.0,0.8673,0.01,0.08,0.01,resolution,0.0,0.0,0.0,6.0,0.0,0,79842.48,-0.0689,True,6.0,binance_fallback,not_attempted,1.2,25.0,1.2
1778253729.9308226,1778253600,11:20,42,UP,0.79,6.0,4.74,0.0913,0.8813,0.0648,170.1,0.0648,170.1,0.0,0.99,0.5268,0.99,0.53,resolution,0.0,0.0,0.0,6.0,0.0,0,79702.66,-0.1751,False,0.0,binance_fallback,not_attempted,-4.74,-100.0,-4.74
1778253986.376255,1778253900,11:25,43,DOWN,0.61,8.0,4.88,0.2341,0.8441,-0.0644,213.6,-0.0644,213.6,0.0,0.8441,0.0697,0.46,0.07,resolution,0.0,0.0,0.0,8.0,0.0,0,79707.12,0.0056,False,0.0,binance_fallback,not_attempted,-4.88,-100.0,-4.88
1778254260.0950372,1778254200,11:30,44,DOWN,0.54,9.0,4.86,0.3275,0.8675,-0.0671,239.9,-0.0671,239.9,0.0,0.8675,0.01,0.48,0.01,resolution,0.0,0.0,0.0,9.0,0.0,0,79871.56,0.2063,False,0.0,binance_fallback,not_attempted,-4.86,-100.0,-4.86
1778254860.0291054,1778254800,11:40,45,UP,0.81,6.0,4.86,0.1074,0.9174,0.0927,240.0,0.0927,240.0,0.0,0.99,0.7748,0.99,0.77,resolution,0.0,0.0,0.0,6.0,0.0,0,79966.15,0.0795,True,6.0,binance_fallback,not_attempted,1.14,23.46,1.14
1778255273.8454225,1778255100,11:45,46,UP,0.74,6.0,4.44,0.1787,0.9187,0.0669,126.2,0.0669,126.2,0.0,0.99,0.8051,0.99,0.81,resolution,0.0,0.0,0.0,6.0,0.0,0,80069.6,0.1294,True,6.0,binance_fallback,not_attempted,1.56,35.14,1.56
1778256108.8768463,1778256000,12:00,47,DOWN,0.76,6.0,4.56,0.0976,0.8576,-0.0623,191.1,-0.0623,191.1,0.0,0.8576,0.01,0.31,0.01,resolution,0.0,0.0,0.0,6.0,0.0,0,79994.95,-0.1812,True,6.0,binance_fallback,not_attempted,1.44,31.58,1.44
1778256360.090834,1778256300,12:05,48,UP,0.56,8.0,4.48,0.3533,0.9133,0.0857,239.9,0.0857,239.9,0.0,0.9133,0.5042,0.88,0.5,resolution,0.0,0.0,0.0,8.0,0.0,0,79982.91,-0.0151,False,0.0,binance_fallback,not_attempted,-4.48,-100.0,-4.48
1778257609.2042327,1778257500,12:25,49,UP,0.78,6.0,4.68,0.0794,0.8594,0.0607,190.8,0.0607,190.8,0.0,0.99,0.5052,0.99,0.51,resolution,0.0,0.0,0.0,6.0,0.0,0,79950.0,-0.0268,False,0.0,binance_fallback,not_attempted,-4.68,-100.0,-4.68
1778257860.0712652,1778257800,12:30,50,DOWN,0.84,5.0,4.2,0.1221,0.9621,-0.1098,239.9,-0.1098,239.9,0.0,0.9621,0.01,0.19,0.01,resolution,0.0,0.0,0.0,5.0,0.0,0,79834.96,-0.1439,True,5.0,binance_fallback,not_attempted,0.8,19.05,0.8
1778258462.3096466,1778258400,12:40,51,DOWN,0.73,6.0,4.38,0.1501,0.8801,-0.0628,237.7,-0.0628,237.7,0.0,0.8801,0.1728,0.5,0.17,resolution,0.0,0.0,0.0,6.0,0.0,0,79790.0,-0.0018,True,6.0,binance_fallback,not_attempted,1.62,36.99,1.62
1778258930.9943693,1778258700,12:45,52,UP,0.88,5.0,4.4,0.1054,0.9854,0.0646,69.0,0.0646,69.0,0.0,0.9854,0.5002,0.97,0.5,resolution,0.0,0.0,0.0,5.0,0.0,0,79774.69,-0.0192,False,0.0,binance_fallback,not_attempted,-4.4,-100.0,-4.4
1778259161.130498,1778259000,12:50,53,UP,0.8,6.0,4.8,0.1388,0.9388,0.0631,138.9,0.0631,138.9,0.0,0.99,0.7801,0.99,0.78,resolution,0.0,0.0,0.0,6.0,0.0,0,79795.78,0.0264,True,6.0,binance_fallback,not_attempted,1.2,25.0,1.2
1778259440.056944,1778259300,12:55,54,UP,0.88,5.0,4.4,0.0595,0.9395,0.0679,159.9,0.0679,159.9,0.0,0.9395,0.5582,0.88,0.56,resolution,0.0,0.0,0.0,5.0,0.0,0,79802.34,0.0082,True,5.0,binance_fallback,not_attempted,0.6,13.64,0.6
1778259665.3673487,1778259600,13:00,55,UP,0.72,6.0,4.32,0.1935,0.9135,0.0723,234.6,0.0723,234.6,0.0,0.99,0.6537,0.99,0.65,resolution,0.0,0.0,0.0,6.0,0.0,0,79893.52,0.1143,True,6.0,binance_fallback,not_attempted,1.68,38.89,1.68
1778260017.9069517,1778259900,13:05,56,UP,0.79,6.0,4.74,0.1448,0.9348,0.0707,182.1,0.0707,182.1,0.0,0.99,0.5066,0.99,0.51,resolution,0.0,0.0,0.0,6.0,0.0,0,79822.31,-0.0891,False,0.0,binance_fallback,not_attempted,-4.74,-100.0,-4.74
1778260260.0290847,1778260200,13:10,57,DOWN,0.86,5.0,4.3,0.0865,0.9465,-0.0865,240.0,-0.0865,240.0,0.0,0.9465,0.01,0.5,0.01,resolution,0.0,0.0,0.0,5.0,0.0,0,79861.99,0.0497,False,0.0,binance_fallback,not_attempted,-4.3,-100.0,-4.3
1778260633.9712439,1778260500,13:15,58,UP,0.83,6.0,4.98,0.0969,0.9269,0.0649,166.0,0.0649,166.0,0.0,0.99,0.7663,0.99,0.77,resolution,0.0,0.0,0.0,6.0,0.0,0,80021.28,0.1995,True,6.0,binance_fallback,not_attempted,1.02,20.48,1.02
1778260862.0376067,1778260800,13:20,59,DOWN,0.72,6.0,4.32,0.1591,0.8791,-0.0641,238.0,-0.0641,238.0,0.0,0.8791,0.01,0.32,0.01,resolution,0.0,0.0,0.0,6.0,0.0,0,79945.46,-0.0947,True,6.0,binance_fallback,not_attempted,1.68,38.89,1.68
1778261163.5297902,1778261100,13:25,60,UP,0.67,7.0,4.69,0.216,0.886,0.065,236.5,0.065,236.5,0.0,0.99,0.5089,0.99,0.51,resolution,0.0,0.0,0.0,7.0,0.0,0,79999.76,0.0679,True,7.0,binance_fallback,not_attempted,2.31,49.25,2.31
1778261592.4219925,1778261400,13:30,61,UP,0.51,9.0,4.59,0.485,0.99,0.2641,108.1,0.2641,108.1,0.0,0.99,0.99,0.99,0.99,resolution,0.0,0.0,0.0,9.0,0.0,0,80241.2,0.3018,True,9.0,binance_fallback,not_attempted,4.41,96.08,4.41
1778261776.9043064,1778261700,13:35,62,DOWN,0.72,6.0,4.32,0.1205,0.8405,-0.0751,223.1,-0.0751,223.1,0.0,0.8405,0.01,0.27,0.01,resolution,0.0,0.0,0.0,6.0,0.0,0,80130.64,-0.1378,True,6.0,binance_fallback,not_attempted,1.68,38.89,1.68
1778262171.9023857,1778262000,13:40,63,DOWN,0.73,6.0,4.38,0.1321,0.8621,-0.0627,128.1,-0.0627,128.1,0.0,0.8621,0.2091,0.4,0.21,resolution,0.0,0.0,0.0,6.0,0.0,0,80125.63,-0.0063,True,6.0,binance_fallback,not_attempted,1.62,36.99,1.62
